bigsmoke	2020-06-01	08:35-08:45	Trying to fill in the gaps in the Angel/BULL design.
bigsmoke	2020-06-01	09:10-10:00	Trying to fill in the gaps in the Angel/BULL design.
bigsmoke	2020-06-22	08:10-09:00	Trying to fill in the gaps in the Angel/BULL design.
